title,type,date,credit_line,accession_number,image_download_url
"Robins on Willow Branch, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3267,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_24
"Giant Butterbur, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3268,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_25
Bird behind a leaf,Print,1916,Robert O. Muller Collection,S2003.8.3269,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_26
Mt. Fuji from Near Numazu,Print,1939,Robert O. Muller Collection,S2003.8.327,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7731_10
"Japanese Knotweed and bird, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3270,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_27
Bird on a branch,Print,1916,Robert O. Muller Collection,S2003.8.3271,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_28
"Catalpa and Wasp, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3272,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_29
"Grafted Stems of Morning Glory and Butterflies, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3273,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_30
"Chinese Milkvetch, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3274,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_31
"Irises, from the series Seitei's Flowers and Birds",Print,1919,Robert O. Muller Collection,S2003.8.3275,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7569_41
"White Egret Flower, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3276,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_32
Praying mantis near a branch,Print,1916,Robert O. Muller Collection,S2003.8.3277,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_33
"White-flowered Gourd, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3278,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7569_42
"Thistle, from the seriesSeitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3279,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_34
"Evening Glow At Riverside, Borneo",Print,1943,Robert O. Muller Collection,S2003.8.328,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7594_26
"Flowering Fern, from the seriesSeitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3280,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_35
"Yellow Patrinia and Moon, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3281,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_36
"Japanese Primrose, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3282,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7569_43
"Oleander, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3283,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_37
"Peonies, from the series Seitei's Flowers and Birds",Print,1919,Robert O. Muller Collection,S2003.8.3284,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_38
Camelia in snow,Print,1916 (1903),Robert O. Muller Collection,S2003.8.3285,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7515_39
"Camelia in Snow, from the series Seitei's Flowers and Birds",Print,1916,Robert O. Muller Collection,S2003.8.3286,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7569_44
"Cockatoo, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3287,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7957_27
"White Wisteria and Robin, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3288,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7957_28
"Japanese Tit on Bare Tree, from Seitei's Picture Album of Birds and Flowers",Print,1903/11/3,Robert O. Muller Collection,S2003.8.3289,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_01
Takaragawa Hot Spring in Spring,Print,1940,Robert O. Muller Collection,S2003.8.329,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7731_11
"Banana Plant and Flycatcher, from Seitei's Picture Album of Birds and Flowers",Print,1903/11/3,Robert O. Muller Collection,S2003.8.3290,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_03
"Crowd of Crows in Snow, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3291,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_04
"Willow and Baby Swallows, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3292,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_07
"Plum Blossom and Bush Warbler, from Seitei's Picture Album of Birds and Flowers",Print,1903/11/3,Robert O. Muller Collection,S2003.8.3293,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_09
"Black-backed Wagtail, from Seitei's Picture Album of Birds and Flowers",Print,1903/11/3,Robert O. Muller Collection,S2003.8.3294,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_11
"Plovers, from Seitei's Picture Album of Birds and Flowers",Print,1903/11/3,Robert O. Muller Collection,S2003.8.3295,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_12
"Crane and Rising Sun, from Seitei's Picture Album of Birds and Flowers Vol. 3",Print,March 1891,Robert O. Muller Collection,S2003.8.3296,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_15
"Moon and Drooping Cherry Tree, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3297,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_16
"Snowy Pine and Crows, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3298,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_18
"Hydrangea and Butterfly, from Seitei's Picture Album of Birds and Flowers Vol. 2",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3299,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_20
"Benares, Early Morning",Print,ca. 1916,Robert O. Muller Collection,S2003.8.33,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7712_04
Takaragawa Hot Spring In Spring,Print,1940,Robert O. Muller Collection,S2003.8.330,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7614_07
"Flowering Iris, from Seitei's Picture Album of Birds and Flowers",Print,1903/11,Robert O. Muller Collection,S2003.8.3300,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_22
"Arrowroot Seed, from Seitei's Picture Album of Birds and Flowers Vol. 3",Print,1891,Robert O. Muller Collection,S2003.8.3301,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_24
"White Peony, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3302,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_27
"Fallen Camelias and Butterfly, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3303,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_29
"Lotus Seeds and Mouse, from Seitei's Picture Album of Birds and Flowers Vol. 2",Print,"September 5, 1890",Robert O. Muller Collection,S2003.8.3304,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7959_22
"Shrike, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,January 1890,Robert O. Muller Collection,S2003.8.3305,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7959_25
"Rice Plants and Moorhen, from Seitei's Picture Album of Birds and Flowers Vol. 2",Print,"September 5, 1890",Robert O. Muller Collection,S2003.8.3306,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7959_27
"Grapes, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3307,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7959_28
"Chicken, from Seitei's Picture Album of Birds and Flowers Vol. 1",Print,"January 15, 1890",Robert O. Muller Collection,S2003.8.3308,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_17
"Hundred Cranes, from Seitei's Picture Album of Birds and Flowers Vol. 2",Print,1890,Robert O. Muller Collection,S2003.8.3309,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_18
"Twilight on Snow, Komoro",Print,1948/1,Robert O. Muller Collection,S2003.8.331,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7594_27
"Rising Sun and Crane, from Seitei's Picture Album of Birds and Flowers Vol. 3",Print,1891,Robert O. Muller Collection,S2003.8.3310,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_19
"Dove, from Seitei's Picture Album of Birds and Flowers Vol. 3",Print,1891,Robert O. Muller Collection,S2003.8.3311,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_21
Illustration for journal Bijutsu Sekai (Art World),Print,ca. 1894,Robert O. Muller Collection,S2003.8.3312,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_23
Illustration for Bijutsu Sekai (Art World),Print,1894,Robert O. Muller Collection,S2003.8.3313,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_25
Illustration for journal Bijutsu Sekai (Art World),Print,1894,Robert O. Muller Collection,S2003.8.3314,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8209_26
Illustration for journal Bijutsu Sekai (Art World),Print,1892,Robert O. Muller Collection,S2003.8.3315,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_26
Cranes by water,Print,late 19th-early 20th century,Robert O. Muller Collection,S2003.8.3316,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7608_24
"Withered Cherry and Japanese White-eye, from Seitei's Picture Album of Birds and Flowers Vol. 2",Print,1890,Robert O. Muller Collection,S2003.8.3317,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7608_25
"Pine and Turtles, from Seitei's Picture Album of Birds and Flowers Vol. 3",Print,1890,Robert O. Muller Collection,S2003.8.3318a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7661_05
Crow,Print,late 19th-early 20th century,Robert O. Muller Collection,S2003.8.3319,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7636_25
Spring at the Base of Mt. Asama,Print,1948,Robert O. Muller Collection,S2003.8.332,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7909_19
Crow and Ginko Leaves,Print,late 19th-early 20th century,Robert O. Muller Collection,S2003.8.3320,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7636_26
Wadakura-mon in rain,Print,late 19th-early 20th century,Robert O. Muller Collection,S2003.8.3321,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7636_27
Spring evening,Print,ca. 1900,Robert O. Muller Collection,S2003.8.3322,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7977_13
Snow scene with crows,Print,ca. 1900,Robert O. Muller Collection,S2003.8.3323,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2003.8.3323_001
Peony,Print,ca. 1895,Robert O. Muller Collection,S2003.8.3325,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7608_26
Iris And Moorhen,Print,ca. 1895,Robert O. Muller Collection,S2003.8.3326,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7608_27
Homing Geese Over Kiyomizu Temple,Print,20th century,Robert O. Muller Collection,S2003.8.3327,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7910_26
The Daishi Ferry At Haneda,Print,late 19th-mid 20th century,Robert O. Muller Collection,S2003.8.3328,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7910_28
Snowy Landscape,Print,20th century,Robert O. Muller Collection,S2003.8.3329,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7733_24
Looking At Mt. Mayu From Chichibu Beach At Shimabara,Print,1932,Robert O. Muller Collection,S2003.8.333,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7594_29
Hikone Castle,Print,20th century,Robert O. Muller Collection,S2003.8.3330,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_27
Signs of snow,Print,1927/2,Robert O. Muller Collection,S2003.8.3331,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7704_16
Red Collar,Print,1928/2,Robert O. Muller Collection,S2003.8.3332,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7704_17
Dusk,Print,1928/4,Robert O. Muller Collection,S2003.8.3333,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7704_18
Modern ‘Musume’,Print,ca. 1930,Robert O. Muller Collection,S2003.8.3334,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7704_20
Collection of ukiyo-e designs,Print,1927,Robert O. Muller Collection,S2003.8.3335,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7704_21
"Bride, from the series Customs of Women Today",Print,1906,Robert O. Muller Collection,S2003.8.3336,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_07
"Announcement, from the series Customs of Women Today",Print,1907,Robert O. Muller Collection,S2003.8.3337,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_08
"At the amusement park, from the series Customs of Women Today",Print,1909/3/1,Robert O. Muller Collection,S2003.8.3338,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_09
"Peony in Mid-Winter, from the series Customs of Women Today",Print,1909/3/1,Robert O. Muller Collection,S2003.8.3339,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_11
Frost Scene,Print,1948/1,Robert O. Muller Collection,S2003.8.334,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7909_21
"Lily Garden, from the series Customs of Women Today",Print,1906/12/15,Robert O. Muller Collection,S2003.8.3340,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_13
"Three-string shamisen players, from the series Customs of Women Today",Print,1907/6/1,Robert O. Muller Collection,S2003.8.3341,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_14
"Bamboo in Snow, from the series Customs Of Women Today",Print,1906/12/15,Robert O. Muller Collection,S2003.8.3342,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_16
"Intoxicating view, from the series Customs of Women Today",Print,1906/12/15,Robert O. Muller Collection,S2003.8.3343,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_17
"Suprise, from the series Customs of Women Today",Print,1906/12/15,Robert O. Muller Collection,S2003.8.3344,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_19
"Spring Haze, from the series View of Four Seasons",Print,1906/12,Robert O. Muller Collection,S2003.8.3345,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_20
"Prosperity at the gate, from the series View of Four Seasons",Print,1906/12,Robert O. Muller Collection,S2003.8.3346,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_21
Crows,Print,1906-1914,Robert O. Muller Collection,S2003.8.3347,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7636_28
Duck and bamboo,Print,1906-1914,Robert O. Muller Collection,S2003.8.3348,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7636_29
Quail and full moon,Print,1906-1914,Robert O. Muller Collection,S2003.8.3349,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7636_30
Snowy Night 雪の夜,Print,1925/2,Robert O. Muller Collection,S2003.8.335,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7538_01
Chicken and bamboo shoot,Print,1906-1914,Robert O. Muller Collection,S2003.8.3350,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_01
"Cooling off, from the series Customs of Women Today",Print,1906/12/15,Robert O. Muller Collection,S2003.8.3351,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_23
"Shuttlecock game, from the series Customs of Women Today",Print,1909/3/1,Robert O. Muller Collection,S2003.8.3352,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_24
"Flower peddler from Ohara, from the series Customs of Women Today",Print,1906,Robert O. Muller Collection,S2003.8.3353,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_25
"Gathering shellfish, from the series Customs of Women Today",Print,1906/12/10,Robert O. Muller Collection,S2003.8.3354,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_26
Ferry and Mount Fuji,Print,1900s,Robert O. Muller Collection,S2003.8.3355,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_02
Ferry and Mount Fuji,Print,early 20th century,Robert O. Muller Collection,S2003.8.3356,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_03
Benkei,Print,early 20th century,Robert O. Muller Collection,S2003.8.3357,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_04
Six poets,Print,early 20th century,Robert O. Muller Collection,S2003.8.3358,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_05
Okame,Print,early 20th century,Robert O. Muller Collection,S2003.8.3359,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_06
Between Acts 幕間,Print,1925/5,Robert O. Muller Collection,S2003.8.336,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7538_02
Tanuki and full moon,Print,early 20th century,Robert O. Muller Collection,S2003.8.3360,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_07
Fox wedding procession,Print,early 20th century,Robert O. Muller Collection,S2003.8.3361,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_09
Kachikachiyama,Print,early 20th century,Robert O. Muller Collection,S2003.8.3362,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7637_11
Frog procession,Print,early 20th century,Robert O. Muller Collection,S2003.8.3363,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7661_06
